"","GEOID1","GEOID2","FULL1_NAME","FULL2_NAME","variable","estimate","moe","centroid1","centroid2","width"
"25","38060","12420","Phoenix-Mesa-Chandler, AZ Metro Area","Austin-Round Rock-Georgetown, TX Metro Area","MOVEDIN",1732,429,c(-112.070491292226, 33.185706559268),c(-97.6544465797615, 30.2626092051486),3.464
"26","38060","37980","Phoenix-Mesa-Chandler, AZ Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","MOVEDIN",1679,418,c(-112.070491292226, 33.185706559268),c(-75.311787898265, 39.8958339432863),3.358
"27","38060","41180","Phoenix-Mesa-Chandler, AZ Metro Area","St. Louis, MO-IL Metro Area","MOVEDIN",1625,431,c(-112.070491292226, 33.185706559268),c(-90.3951307877679, 38.6692147967224),3.25
"28","38060","43420","Phoenix-Mesa-Chandler, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area","MOVEDIN",1607,341,c(-112.070491292226, 33.185706559268),c(-109.75114066712, 31.8795651908287),3.214
"29","38060","41940","Phoenix-Mesa-Chandler, AZ Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area","MOVEDIN",1538,473,c(-112.070491292226, 33.185706559268),c(-121.376926677813, 36.9103091198969),3.076
"30","38060","36260","Phoenix-Mesa-Chandler, AZ Metro Area","Ogden-Clearfield, UT Metro Area","MOVEDIN",1516,502,c(-112.070491292226, 33.185706559268),c(-111.869981307697, 41.1191861867074),3.032
"31","38060","28140","Phoenix-Mesa-Chandler, AZ Metro Area","Kansas City, MO-KS Metro Area","MOVEDIN",1342,415,c(-112.070491292226, 33.185706559268),c(-94.505195745316, 38.9102602137401),2.684
"32","38060","46520","Phoenix-Mesa-Chandler, AZ Metro Area","Urban Honolulu, HI Metro Area","MOVEDIN",1326,367,c(-112.070491292226, 33.185706559268),c(-157.961377364405, 21.4554312044121),2.652
"33","38060","26420","Phoenix-Mesa-Chandler, AZ Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area","MOVEDIN",1255,298,c(-112.070491292226, 33.185706559268),c(-95.3422790447362, 29.802122851229),2.51
"34","38060","26900","Phoenix-Mesa-Chandler, AZ Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area","MOVEDIN",1236,320,c(-112.070491292226, 33.185706559268),c(-86.2632235701071, 39.6988546361885),2.472
